msno,total_transactions,total_actual_paid,mean_actual_paid,mean_plan_days,total_cancellations,latest_auto_renew,latest_payment_method,average_under_overpayment,city,bd,registered_via,reg_year,reg_month,reg_day,account_age_days,num_100,num_unq,total_secs,total_active_days,skip_ratio,loop_ratio,secs_per_active_day,days_since_last_transaction,days_until_expiration,gender_male,gender_unknown,is_churn
/ydf2c9IT4eAvT/kaWqv/+WOe9FKbD0S3bv7n4waNZM=,16,1584,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,12.0,2.0,515.0,3259.0,15.078048044973263,1028005.4401426316,205.0,0.252233009218965,216.14189242934293,5014.660439005011,59,-28,0,1,0
z/GeRKdXFc8Hq/YK+aNqnlF9f5H6zJTL1sEqaS0rRgA=,16,2086,130.375,27.125,0,0,38,0.0,13.0,39.0,9.0,2007.0,4.0,23.0,3660.0,2266.0,9.858735692983805,892321.3686500788,269.0,0.2466772986531703,229.8466833983404,3317.17968579287,36,-6,1,0,0
hkqBGO31NXeuj594l76m6qC+uN8xKqEvZqy6kU95pZ4=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,7.0,34.0,9.0,2008.0,11.0,15.0,3088.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,0,0,0,0
NFJxe+KvJhcv+f4NeadiW5q4eV8yHvutwS9kt5pr8ws=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,10.0,568.0,1361.0,17.439789662838237,870243.7148246765,191.0,0.5522418746354548,78.03988728724332,4556.249577288904,52,-21,0,1,0
krp9EAIuQWsDSnUQrvZD2RVz5YAjOcalQpubqqrxut0=,22,3078,139.9090909090909,28.63636363636364,0,1,41,5.863636363636374,1.0,27.0,7.0,2015.0,3.0,29.0,763.0,11078.0,33.25125572443458,4209439.837292194,597.0,0.3952361905544878,333.16024995281214,7050.98788405748,61,-30,0,1,0
AlKA4tIJn575Pbjm20y7JGSHaNTsYeC6nlcW4+JjLOg=,21,2982,142.0,30.0,0,0,38,0.0,8.0,18.0,9.0,2010.0,5.0,22.0,2535.0,10225.0,38.82818457860648,3245076.075733185,518.0,0.4710526313757323,263.3395683463933,6264.625507889826,100,-10,1,0,1
9wIzTtlEgsd2m5ZuNXKqZ5ypP9eHHWIdyarRj5R3XIY=,6,594,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-10,0,1,0
bussyzwPzqheNOBty7mIY/eb2FlTDx4I2FU/8QG7WYs=,13,1287,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,3.0,24.0,402.0,3571.0,19.395347709572807,1028987.6667747498,172.0,0.091423185458475,184.1162227308389,5982.486086917958,38,-7,0,1,0
aWf/AWDjJOopH7h3u3//x0yLYhctE3MDxIgb7KJFXtE=,27,4023,149.0,30.14814814814815,0,1,37,0.0,13.0,41.0,3.0,2012.0,10.0,9.0,1664.0,39424.0,40.42746061622461,11387339.073046207,772.0,0.1953509502166746,975.1784961826947,14750.43902272256,41,-11,1,0,0
gjAL1YnrmAa1FZbs3KJkHDg/AMZGzIpzJtEdlHSfa30=,14,2116,151.14285714285714,31.0,0,0,38,0.0,14.0,25.0,9.0,2006.0,6.0,5.0,3982.0,9925.0,16.99999949101798,3095316.5239868164,334.0,0.0899431056811051,583.823203466087,9267.414465008,69,19,0,0,0
HalEcM2IAhEwW5hWAKwrj5rqjTI9dw2IixXNUUfvGBE=,11,1639,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,5.0,16.0,349.0,3.0,8.16665305557824,2511.972957611084,6.0,0.6268655780797644,0.3673471012068815,418.6614618327443,46,-15,0,1,0
BaCo65zy6Hbz5+Rhwe6MLo3p+4d0IzWu3od+aOM7xBo=,18,2831,157.27777777777777,33.333333333333336,0,1,40,-8.277777777777771,15.0,25.0,7.0,2012.0,2.0,6.0,1910.0,5473.0,21.87740332025473,2013339.8506793976,416.0,0.4516356786289827,250.1666865219821,4839.759140100496,52,-22,1,0,0
23b3Q7FWps34I404h6pSzbcTHq1rlFvhNABn97TjkTM=,17,2284,134.35294117647058,30.0,1,1,30,-8.764705882352956,1.0,27.0,9.0,2016.0,1.0,2.0,484.0,24324.0,53.247594873855896,6856463.7213974,416.0,0.1748258360890124,456.8092791708434,16481.883549467704,56,-26,0,1,0
v+WF32+7+LJSe4r4biyxDcq6WHz+4no9EA0Z/gr9kdc=,10,990,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2016.0,7.0,17.0,287.0,1835.0,16.873784769535458,678566.859161377,103.0,0.4250423821142107,108.7485076749288,6588.027119234036,45,-14,0,1,0
mJkHBzGx6g3uwqmJ6jSwOhrQSDK5wc+BFYJ/eHM3zsI=,13,1788,137.53846153846155,28.23076923076923,0,0,38,0.0,5.0,38.0,4.0,2015.0,11.0,14.0,533.0,4790.0,24.555044745181437,1386955.9076490402,218.0,0.2251249104566382,195.0718517921434,6362.18277076703,53,-23,1,0,1
69V2/eB9xNJNyFT17VNlyPqtO3ONcZzWfGa4zfHKcbI=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,27.0,9.0,2014.0,12.0,18.0,864.0,16608.0,40.68328386094892,5422507.261489868,682.0,0.430372710657547,408.2265329047431,7950.890296159773,30,25,1,0,0
AzcYfBQO9WVUp4vYhLyL7HGTiVT3Sbp8oUsygfLV5Vc=,5,2195,439.0,103.0,0,0,32,0.0,13.0,34.0,3.0,2014.0,9.0,23.0,950.0,2617.0,24.55356923628846,812792.8370246887,112.0,0.1425240450523927,106.58323883518614,7257.078254052733,38,-8,1,0,0
wRuH+rpFemVHP3tpePVSd5AD7nGwtVtwiy0YnrFnchY=,22,3129,142.22727272727272,30.0,0,1,40,-6.7727272727272805,5.0,26.0,9.0,2015.0,6.0,1.0,699.0,3661.0,12.181249238671922,1130671.7486248016,160.0,0.1898277929719107,300.5436407081297,7066.697987236386,53,-23,0,1,0
UXNfdUKZaI24j53fy0Y9SXywgfellXcsrby7BBUfa7A=,7,1045,149.28571428571428,42.85714285714285,0,0,38,0.0,5.0,16.0,4.0,2016.0,10.0,1.0,211.0,10151.0,59.60248077003225,2446243.4638824463,161.0,0.1708924554773261,170.31167437559264,15194.057838148248,46,47,0,0,1
KNiMQxj4aNQ3avKmxiIZGq5bOKfiv6Bz3nFXSbp1F6o=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,3.0,19.0,1138.0,2481.0,26.93373331724498,966006.5647888184,166.0,0.4894463131088309,92.11493444401692,5819.316304793104,56,-25,0,1,0
Iv49hX9SBfazxMlKvXM50dikIJl9STqwFzalNbINCLc=,5,745,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,11.0,30.0,151.0,422.0,12.972969466765008,147421.11376953125,37.0,0.3664670614794364,32.52915038377314,3984.3533493512905,30,0,0,1,0
jXxn5iUbfsIWUFQkXezNRii0wKMDqiBcdyGREORhAHU=,3,447,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2017.0,1.0,7.0,113.0,891.0,21.428565306124195,270037.462482214,35.0,0.1514893604128565,41.579992475997976,7715.353866533579,54,-23,0,1,0
IhxRSanU7MtL4/YpCnYU0wKfKlJYaxWq0+b7uqU5FoA=,27,4023,149.0,30.0,0,1,41,0.0,5.0,42.0,7.0,2012.0,12.0,18.0,1594.0,14618.0,28.24813825687002,4247123.851308674,403.0,0.125252298651462,517.4852477788475,10538.768600300218,44,-13,1,0,0
DZXPNPEXGCa8KaI/kpQBAXCv3rm4sAueUz8GfdyidFA=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,6.0,26.0,308.0,74.0,5.52940851211264,25658.372924804688,17.0,0.5045454316115713,13.382962392500584,1509.315166567825,36,-5,0,1,0
CqmEdDGqDmZAuDNAoOZj/NzAAQ5H71Ixf+7qiRGeUEU=,6,894,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,10.0,7.0,205.0,1675.0,15.510202498958929,424522.46574401855,98.0,0.1335311567039798,107.99336244506183,4331.861453320449,55,-24,0,1,0
uJWccHbZGyngBNsEVbiwnks0EHVAXeidEdPXAlBbSKo=,23,3427,149.0,22.17391304347826,0,1,33,38.8695652173913,5.0,48.0,9.0,2004.0,10.0,4.0,4591.0,6106.0,31.356059814240915,1985929.948106408,396.0,0.4882988911397982,194.73103728155536,5014.974489789554,30,0,1,0,0
/QLxEnU3B5eax7s8bA02+KMUtKtk/ju0SbWp6AvE7Aw=,7,693,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,51,-20,0,1,0
EgDHqnEtAiWGZlk91g0omCQUV4lzaPUSJ9+0MeFnVGM=,13,1287,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2013.0,11.0,4.0,1273.0,5827.0,24.56569253409881,1876970.310918808,274.0,0.288825153719115,237.20062521768875,6850.256359183374,59,-56,0,1,0
xWXFjowADB0sRUUF6YzNKW5P/7yR1BtZDxIoJaxvijE=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,60,-29,0,1,0
eViN/VeetVt/88sGDbRM2x0pfpIX9rdptNEvkUNFfow=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,39,-8,0,1,0
UcqCV2J69i4nGYLjsoZxtncH2dK9mYXYBuSmWW71W1g=,16,2730,170.625,30.0,0,0,36,0.0,5.0,25.0,3.0,2015.0,11.0,29.0,518.0,7119.0,28.13114677237304,2038459.484503746,366.0,0.3056562418396221,253.0646022701564,5569.561280896539,58,-28,0,0,0
/DmjWDEdXbP0qCwhDyP7Z0n+uxSXa9LBTkcMHS4uT8s=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,0,0,1,0
/vU2dkxj3i46zJyZ1pFOQc4OtKhrjpHq3p/vmr93bL4=,13,3576,275.0769230769231,59.23076923076923,0,0,38,0.0,4.0,35.0,9.0,2012.0,8.0,12.0,1722.0,12049.0,38.42951457203713,4383720.000854373,454.0,0.3136402257641624,313.5349743245936,9655.770714309838,43,-13,0,0,0
emkGK8BaiPTIPnNZ3E2Qa8JoziKxo9fBmgz5lrzJ+p4=,42,5698,135.66666666666666,28.571428571428573,2,1,41,2.0952380952380736,1.0,27.0,7.0,2014.0,5.0,7.0,1089.0,8052.0,13.79347807345818,2301124.989738941,736.0,0.302938196350599,583.7537218373275,3126.528476187033,42,38,0,1,0
lpQyzawn95IlkYOp8PRtcaTi5o3qo8K3nbwGDeUazOQ=,11,1089,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,40,-9,0,1,0
bJtevin2G3q6Fhr/bVjp078WqukrViXPQPqEuZNPjtc=,11,1089,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,2.0,27.0,1158.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,34,-3,0,1,0
9QscKR+zLDgHWH8Hqva9wtlU4RLw6EEOO258gm+FhAU=,5,645,129.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,11.0,7.0,174.0,3952.0,28.223401252829653,1036910.5286102296,94.0,0.0756248663199639,140.02559664377125,11030.961896815004,55,-24,0,1,0
RvMhS4I4TvRjeCwVCRlbKnU+N2sBvGcqtUxb8eompM8=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,12.0,11.0,871.0,8.0,3.9999800001,1862.5589599609373,2.0,0.0,2.0000049999625,931.2748236063508,51,-20,0,1,0
vESkvoTdGVUWZB0b3yuHy6j3pxQdwGbM/Ne6V+kMfYc=,20,1980,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,8.0,21.0,618.0,3.0,17.3999652000696,4024.3529052734375,5.0,0.9537036595507564,0.1724140388423082,804.8689713167449,40,-9,0,1,0
7xMPsHbaWTA8Y/FxC+2WMSarSFJNgubyk2reur6kv2A=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,23.0,432.0,1612.0,18.60240739730031,474215.93072509766,83.0,0.1907719601119256,86.65540427202448,5713.444260128374,39,-8,0,1,0
OyjjrMZnPzXQc2UpDZXrPUidDysbzLpD0j8iEYZYmpU=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,1,0,1,0
GTamxLCbAOnUkdR50fkjCC+f+cRraP/f2dpdixsMb6s=,9,1620,180.0,30.0,0,1,36,0.0,5.0,36.0,3.0,2014.0,12.0,9.0,873.0,510.0,13.880949075964503,178960.7905883789,42.0,0.3236282158608262,36.74097713342356,4260.9701899685,57,-27,1,0,0
jMdIKZWsrzUVaslcsvOLCxC7rwOf8fqxlsMfGWbwWGU=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,22.0,31.0,3.0,2012.0,5.0,1.0,1825.0,815.0,22.62744654363793,324932.8942489624,51.0,0.3790163909572696,36.018188718128386,6371.231971306719,30,0,1,0,0
zsBU6DE4316BeKibSdcPSsraeNJQfBuiGQwvUlc2mK8=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,12.0,1.0,150.0,2673.0,31.971150772004734,796732.5974311829,104.0,0.2184170466300937,83.60659842981332,7660.8896232912175,30,0,0,1,0
yzzMXPrpUruKzpisFah0qLTojuMzJRN6yVedeCTvPWY=,10,990,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,49,-18,0,1,0
MUX4sljkgRftsrBxzFnrEH7nO4FOkELBA1QBErUmyr4=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,6.0,35.0,9.0,2005.0,8.0,10.0,4281.0,39681.0,20.242493758833863,11030507.065401075,433.0,0.0625600219365802,1960.2812217674973,25474.611571951413,30,12,0,0,0
lqTEV0RkX9gZX4uQsp0wo7XZp4IpJeCU9sWntO2HfTk=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,9.0,5.0,603.0,2210.0,19.12946343172038,1034741.9391527176,224.0,0.4549861487967691,115.52853286256124,4619.3834507093,56,-25,0,1,0
HqjaT568sKX4wYKMkzIGnq5i52WNgiW/xE/8C9JBB6Q=,18,2682,149.0,30.0,0,1,40,0.0,5.0,24.0,3.0,2012.0,10.0,26.0,1647.0,13443.0,33.08108044245019,4743879.877471924,518.0,0.2877245772689067,406.3650810841992,9158.069084732111,53,-23,0,0,0
EetiK6mACTKLjDp/zHvGW9on5hkec088MwKteCGwp88=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,5.0,28.0,9.0,2011.0,4.0,15.0,2207.0,39574.0,62.679165796122696,11202942.786884308,720.0,0.2047178868903142,631.3739690630716,15559.642543455391,30,16,1,0,0
CUytYUwJgyO8zS9/mAdDQwT+aw2euwak5IWzqzp/Glo=,2,149,74.5,18.5,1,1,30,0.0,22.0,35.0,3.0,2015.0,4.0,30.0,731.0,569.0,25.44999363750159,259753.8190612793,40.0,0.3648409861763164,22.35756065518026,6493.843853071018,66,-66,0,0,1
qXsaFk4Rpuan3iykia+S8ijKCgp6V6r2TXeb8iii/EI=,27,4023,149.0,29.0,1,1,40,5.518518518518505,5.0,31.0,9.0,2010.0,8.0,31.0,2434.0,13900.0,27.710091234677225,4090196.775120735,545.0,0.2229629628528578,501.622129860902,7504.948073525238,59,-29,0,0,0
Gk+6+6t5BHjszauZETF2dugkkekrn/bq7dAOJh2hLBI=,27,4023,149.0,29.03703703703704,0,1,40,5.518518518518505,15.0,29.0,9.0,2013.0,1.0,5.0,1576.0,7969.0,18.267748108159267,2545529.693591118,493.0,0.2864795712109382,436.2330589674634,5163.346129731555,56,-25,1,0,0
FvN0wqQu18zxmIGf3bamwtlBSIkohnC4lWeCn1mSbxc=,4,536,134.0,30.0,0,1,30,0.0,13.0,28.0,9.0,2016.0,12.0,5.0,146.0,4671.0,49.49122372884002,1370093.5567016602,114.0,0.2785549364680769,94.38035078277042,12018.363478228292,56,-24,0,1,0
Opgf4dtC+J/XRWVe8DeEEAciW1ERB2chczLTS6EKg1A=,27,3873,143.44444444444446,28.88888888888889,0,1,41,-0.037037037037038,1.0,27.0,7.0,2012.0,2.0,10.0,1906.0,3767.0,10.171025952293242,2014072.3362092967,497.0,0.3652185118406362,370.3654197732594,4052.459347454133,53,-21,0,1,0
+R9P/UW8icF+szBtPFrJJY18/SeqSgthXeT34VAYnlU=,9,1192,132.44444444444446,30.0,0,1,30,-16.555555555555543,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,54,-24,0,1,0
VXKxat7cwxKCbdRRtowcqulxZFmpqPHSEVZ4nRcDTiA=,20,1980,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,49,-18,0,1,0
HLtVXFI6NcpfRJ/J2qCzlfn90m4ibWVXyFD25ORyScc=,1,180,180.0,30.0,0,0,29,0.0,1.0,27.0,4.0,2016.0,10.0,10.0,202.0,68.0,21.7999564000872,18539.11590576172,5.0,0.4244604011179567,3.119270862716926,3707.815765520813,115,-69,0,1,1
uw3SInWJceexWTplXS+hdjlwdO2eKCXOPvhJoYw/ecI=,40,5960,149.0,28.5,1,1,41,7.449999999999989,9.0,34.0,7.0,2011.0,3.0,2.0,2251.0,3389.0,11.331209830216247,1150159.7101740837,314.0,0.301496172057244,299.0851868359987,3662.928896639474,48,258,1,0,0
UDQ7/svjwU1j8Ay71Yq20iJia2yIc+b0PWppMQvTglI=,24,3427,142.79166666666666,28.791666666666668,0,1,40,0.0,13.0,28.0,3.0,2012.0,12.0,11.0,1601.0,8757.0,18.472499538187517,2718379.0194985867,400.0,0.2054988215196395,474.0557844561936,6795.947378847783,49,-18,0,1,0
mgqSU93+M2HphV6qDrWKcvgAGHVoVWhGBfNEC3maU4o=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,5.0,25.0,9.0,2006.0,4.0,30.0,4018.0,12514.0,26.55857340308025,3929413.880270958,589.0,0.2121097136751356,471.18476953664,6671.330753069016,30,1,1,0,0
nczHzMbwwfpQYJADm8nkZx0gnnK8T34D9wRsh5E7DvM=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2011.0,3.0,31.0,2222.0,245.0,16.05555109568025,174581.2281112671,36.0,0.4748124279226964,15.259510305492672,4849.477211569304,30,1,0,1,0
x8hgaLJs5/6cvMMWUJZeb6mUU0DNpOx2SDEdz+eDTFQ=,3,447,149.0,30.0,0,0,38,0.0,1.0,27.0,9.0,2017.0,1.0,4.0,116.0,876.0,17.489792349021968,244402.62933158877,49.0,0.2163120552034606,50.08632930886072,4987.80774394921,46,-16,0,1,0
r/6uLLB6+om7amr3Ouf82W05CPs2H5dkNc3hzLpjyw8=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,14.0,36.0,9.0,2004.0,12.0,28.0,4506.0,898.0,11.190475124716654,458201.4251861572,105.0,0.3420490910242845,80.24674444332793,4363.822681408861,30,0,0,0,0
hTiLxZiz8QFVfdlUFXMiagg7r8S19BfET36S3e3RRu8=,17,1683,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,5.0,481.0,1308.0,15.96992361128394,456348.3539528847,133.0,0.416666665266577,81.90390967410167,3431.190373240458,34,-3,0,1,0
ST8ltj7tKatLUIMsnloxhq/DBpeK3t4IlzILuEERJrA=,10,1490,149.0,30.0,0,1,39,0.0,11.0,25.0,4.0,2015.0,11.0,29.0,518.0,5668.0,31.322174421666343,1860948.567680359,239.0,0.3406215200520078,180.95800483440428,7786.395354880356,30,6,0,0,0
VOlaoNgAMifshrByq50TAcBZAQlCLf+DmlKu8kNcgpQ=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,24.0,431.0,58.0,7.999984000032001,16420.092712402344,5.0,0.0624999902343765,7.250005437475078,3284.01197445652,38,-7,0,1,0
X2AHHtz+YrUhAoQO6bzcpnLn+4Vl8/ZG0ieD2jVyE/Y=,27,3963,146.77777777777777,30.0,0,1,41,-2.2222222222222285,1.0,27.0,7.0,2012.0,3.0,16.0,1871.0,14964.0,33.02702650195506,4847101.614280701,629.0,0.2933979305742331,453.0833397393736,7706.043779364488,45,-13,0,1,0
A+Rqy4/ZXoBKsrgL9wsP1FRXNjmUjKogXg2YZP3eu5c=,30,3790,126.33333333333331,29.0,2,1,41,0.2999999999999971,1.0,27.0,7.0,2013.0,6.0,29.0,1401.0,4283.0,12.120400932428064,1288946.443401337,299.0,0.2209066829398556,353.37085713330623,4310.857526062748,41,-10,0,1,0
lhuUNuNbpo/hqzGV03nGhB9R+70MKo1M8MUOfpUeUhs=,27,3783,140.11111111111111,28.88888888888889,0,1,41,-3.370370370370381,1.0,27.0,7.0,2014.0,9.0,3.0,970.0,4559.0,21.51351268287596,1398951.1392259598,259.0,0.262794867895165,211.91322626251304,5401.355541360636,59,-28,0,1,0
tnGyQEoGN08s3Ri8iF897JdzbUtjunal6A0rwDYmnAU=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,1.0,454.0,333.0,24.52172846881371,149875.2732810974,23.0,0.4907407342494612,13.57978760043882,6516.313396433194,30,0,0,1,0
eCy8lSe4Jc/HRtrZWn8E6kGhY2mCioy/hgkR2UurwjA=,10,1490,149.0,30.0,0,0,38,0.0,14.0,19.0,9.0,2008.0,10.0,26.0,3108.0,4621.0,22.028434974955687,1413619.2634017467,211.0,0.1467264869612388,209.7742262449143,6699.617044576191,59,-29,1,0,0
7m8CF01iSizzWHodV1VTg5BkRFUG4v1oxHqSOxcropQ=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,15.0,33.0,7.0,2013.0,10.0,25.0,1283.0,1913.0,14.05589974808076,522207.26345062256,161.0,0.172563176272335,136.0993371675005,3243.5231740086388,37,-6,0,0,0
ck7yu8u4vh71l/BuUyXwwgdxtjp++zioY+uH3R9ixqw=,26,3526,135.6153846153846,27.96153846153846,1,1,41,5.730769230769226,1.0,27.0,7.0,2010.0,11.0,11.0,2362.0,11968.0,18.74168260779486,4020083.541080356,511.0,0.2042826803891678,638.5762615177238,7867.090924480326,34,-3,0,1,0
xTw6pmeKYm685TFnToEPwDa3zbXlvhRc85oGDt6nIZk=,7,1043,149.0,30.0,0,0,38,0.0,18.0,31.0,4.0,2016.0,6.0,10.0,324.0,5613.0,41.22307375207125,1698599.7332262993,130.0,0.065558343686389,136.16157475647307,13066.150788959934,113,-83,1,0,1
PZVBuY2w6nX765+XfUbeu+xjUEN9n1xZeJxGm/aa27I=,21,2079,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,51,-20,0,1,0
41m2ObxWeqYfgsn+5cRXMWiplVKLyR5OG4MSPzEsjm4=,1,180,180.0,30.0,0,0,36,0.0,1.0,27.0,4.0,2017.0,1.0,16.0,104.0,440.0,15.624993489586046,106982.06317138672,24.0,0.0348837202541914,28.15999371092985,4457.584108147735,96,-66,0,1,1
OXnLnBtW+RQgsTip1HqLE+Nxnvo5sdxjFA3zOGM9/ug=,9,1343,149.22222222222223,30.0,0,1,39,0.0,4.0,24.0,4.0,2016.0,8.0,19.0,254.0,2654.0,20.90908918106701,712522.3489568233,121.0,0.1242165238626309,126.93038456688616,5888.613967526311,30,22,0,0,0
fJGQEIGDbU5QkKAQ9LeP+gkqJ78jLkNp4mtv2qm3iV4=,9,1192,132.44444444444446,27.444444444444443,0,0,38,0.0,5.0,20.0,3.0,2014.0,10.0,11.0,932.0,5056.0,14.071185963688611,1589839.3354606628,295.0,0.1737056262470806,359.3155843360612,5389.285700229851,62,-32,1,0,0
PP4RC4ZUQRX65/MukWU3hfZenJgd41sRxjkllLpitzU=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,31.0,9.0,2010.0,5.0,8.0,2549.0,12199.0,27.280898365526248,4068507.7423095694,534.0,0.2277802589170499,447.162529801074,7618.928213708406,30,26,1,0,0
zYk45ehDfFG1FshEupYsyt4tSMbT+fqEk961WTRDhlE=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,42,-11,0,1,0
HByeRD2oVOjmV5VEYW4EPgL04ghNFQ0X9bfwWrzarIs=,15,1485,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,26.0,460.0,5624.0,21.677523723859164,1606929.533733368,307.0,0.2171729248778128,259.43910740224106,5234.297984984978,35,-4,0,1,0
u+Yql6qiNETvNl9zdog71/WWR0MBsMy56BrPWgn3YxM=,7,693,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,9.0,4.0,238.0,264.0,11.771425208164224,118400.09866333008,35.0,0.3020637842014299,22.427171821571896,3382.858995278289,58,-27,0,1,0
tQLYPqaXmTlkaanmRu5v1W4Xw38D0RsGtFVlE/NJ5iY=,27,4023,149.0,29.03703703703704,0,1,37,5.518518518518505,11.0,29.0,9.0,2008.0,12.0,19.0,3054.0,6973.0,24.333332505668963,2223026.664962769,294.0,0.144372031211342,286.5615358175924,7561.31492976061,47,-17,1,0,0
xUdfoLvfdvDo2vkCn63T99+Rh2lJcIn/qmz+KTb8ss4=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,32.0,9.0,2007.0,2.0,22.0,3720.0,16504.0,32.088179510540726,4748384.127950668,533.0,0.0884040155253001,514.3325395338543,8908.788065408608,30,27,1,0,0
BNr9m16gNo15zCyR1ofWFTAuhGNnlkyooLFz5N693sM=,17,2284,134.35294117647058,30.0,1,1,41,-8.764705882352956,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,47,-16,0,1,0
olqAXxic9hizEEwvWV8wzF7B0DK+CKm6TnUOyXT4KRI=,28,4072,145.42857142857142,28.928571428571427,1,1,41,5.321428571428555,1.0,27.0,7.0,2014.0,4.0,9.0,1117.0,6037.0,19.317566914947065,1578024.9682312012,296.0,0.1403821654262647,312.5133150280791,5331.165253106584,56,-25,0,1,0
